image_url,current_filename,suggested_filename,scope,reason_for_rename,recommended_steps,pages_count,pages_sample
https://brushonblock.com/cdn/shop/files/Kids_Essentials_secondary_2.jpg,Kids_Essentials_secondary_2.jpg,brush-on-block-bob-kids-sunscreen-essentials-kit.jpg,homepage,"uppercase, underscores",Re-upload media with suggested filename; update content references (product media or rich text).,9,https://brushonblock.com/; https://brushonblock.com/collections/all; https://brushonblock.com/collections/kids
https://brushonblock.com/cdn/shop/files/KIDS-spf30_min_pwdr_model1.jpg,KIDS-spf30_min_pwdr_model1.jpg,brush-on-block-bob-kids-spf-30-brush---mom-and-child.jpg,homepage,"uppercase, underscores",Re-upload media with suggested filename; update content references (product media or rich text).,8,https://brushonblock.com/; https://brushonblock.com/collections/all; https://brushonblock.com/collections/best-sellers
https://brushonblock.com/cdn/shop/files/Sunscreen_Essentials_Kit.jpg,Sunscreen_Essentials_Kit.jpg,brush-on-block-spf-essentials-kit.jpg,homepage,"uppercase, underscores",Re-upload media with suggested filename; update content references (product media or rich text).,8,https://brushonblock.com/; https://brushonblock.com/collections/all; https://brushonblock.com/collections/kits
https://brushonblock.com/cdn/shop/files/SG_SPF-50_prod1.jpg,SG_SPF-50_prod1.jpg,brush-on-block-sheer-genius-spf-50-mineral-sunscreen-moisture-untinted.jpg,homepage,"uppercase, underscores",Re-upload media with suggested filename; update content references (product media or rich text).,7,https://brushonblock.com/; https://brushonblock.com/blogs/news/2-650-miles-under-the-sun-on-the-pacific-crest-trail; https://brushonblock.com/collections/all
https://brushonblock.com/cdn/shop/files/KIDS-spf30_balm_prod1.jpg,KIDS-spf30_balm_prod1.jpg,brush-on-block-bob-kids-spf-40-mineral-sun-balm.jpg,homepage,"uppercase, underscores",Re-upload media with suggested filename; update content references (product media or rich text).,6,https://brushonblock.com/; https://brushonblock.com/collections/all; https://brushonblock.com/collections/kids
https://brushonblock.com/cdn/shop/files/spf30_min_pwdr_TOT_prod1.jpg,spf30_min_pwdr_TOT_prod1.jpg,brush-on-block-spf-30-touch-of-tan-mineral-powder-sunscreen.jpg,homepage,"uppercase, underscores",Re-upload media with suggested filename; update content references (product media or rich text).,6,https://brushonblock.com/; https://brushonblock.com/collections/all; https://brushonblock.com/collections/sale
https://brushonblock.com/cdn/shop/files/SG_SPF-50_UT_model1.jpg,SG_SPF-50_UT_model1.jpg,brush-on-block-sheer-genius-spf-50-mineral-sunscreen-moisture---universal.jpg,homepage,"uppercase, underscores",Re-upload media with suggested filename; update content references (product media or rich text).,5,https://brushonblock.com/; https://brushonblock.com/collections/all; https://brushonblock.com/collections/best-sellers
https://brushonblock.com/cdn/shop/files/SG_SPF-50_UT_prod1.jpg,SG_SPF-50_UT_prod1.jpg,brush-on-block-sheer-genius-spf-50-mineral-sunscreen-moisture-tinted.jpg,homepage,"uppercase, underscores",Re-upload media with suggested filename; update content references (product media or rich text).,5,https://brushonblock.com/; https://brushonblock.com/collections/all; https://brushonblock.com/collections/best-sellers
https://brushonblock.com/cdn/shop/files/SG_SPF-50_model1.jpg,SG_SPF-50_model1.jpg,brush-on-block-sheer-genius-spf-50---model-1.jpg,homepage,"uppercase, underscores",Re-upload media with suggested filename; update content references (product media or rich text).,5,https://brushonblock.com/; https://brushonblock.com/collections/all; https://brushonblock.com/collections/best-sellers
https://brushonblock.com/cdn/shop/files/spf30_min_pwdr_TOT_model1.jpg,spf30_min_pwdr_TOT_model1.jpg,brush-on-block-spf-30-touch-of-tan---model.jpg,homepage,"uppercase, underscores",Re-upload media with suggested filename; update content references (product media or rich text).,5,https://brushonblock.com/; https://brushonblock.com/collections/all; https://brushonblock.com/collections/sale
https://brushonblock.com/cdn/shop/files/Bounce-Butter_model1.jpg,Bounce-Butter_model1.jpg,brush-on-block-bounce-butter-spf-30-model.jpg,homepage,"uppercase, underscores",Re-upload media with suggested filename; update content references (product media or rich text).,4,https://brushonblock.com/; https://brushonblock.com/collections/best-sellers; https://brushonblock.com/collections/lotions-moisturizers
https://brushonblock.com/cdn/shop/files/Bounce-Butter_prod1.jpg,Bounce-Butter_prod1.jpg,brush-on-block-bounce-butter-spf-30-mineral-sunscreen-moisturizing-body-mousse.jpg,homepage,"uppercase, underscores",Re-upload media with suggested filename; update content references (product media or rich text).,4,https://brushonblock.com/; https://brushonblock.com/collections/best-sellers; https://brushonblock.com/collections/lotions-moisturizers
https://brushonblock.com/cdn/shop/files/BOBKIDSspray1.jpg,BOBKIDSspray1.jpg,brush-on-block-bob-kids-spf-50-spray-on-lotion-sunscreen.jpg,homepage,uppercase,Re-upload media with suggested filename; update content references (product media or rich text).,8,https://brushonblock.com/; https://brushonblock.com/collections/all; https://brushonblock.com/collections/kids
https://brushonblock.com/cdn/shop/files/essentials_model_1.jpg,essentials_model_1.jpg,brush-on-block-spf-essentials-kit.jpg,homepage,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,8,https://brushonblock.com/; https://brushonblock.com/collections/all; https://brushonblock.com/collections/kits
https://brushonblock.com/cdn/shop/files/BOBKIDSspraymodel2.jpg,BOBKIDSspraymodel2.jpg,brush-on-block-bob-kids-spf-50-spray-on-lotion-sunscreen--.jpg,homepage,uppercase,Re-upload media with suggested filename; update content references (product media or rich text).,7,https://brushonblock.com/; https://brushonblock.com/collections/all; https://brushonblock.com/collections/kids
https://brushonblock.com/cdn/shop/files/Full-Face-Kit-SPF-30-model-2.jpg,Full-Face-Kit-SPF-30-model-2.jpg,brush-on-block-color-nude-tint.jpg,homepage,uppercase,Re-upload media with suggested filename; update content references (product media or rich text).,7,https://brushonblock.com/; https://brushonblock.com/collections/all; https://brushonblock.com/collections/kits
https://brushonblock.com/cdn/shop/files/lip_line_-_peony_4.jpg,lip_line_-_peony_4.jpg,brush-on-block-lip-oil-duo---pop-of-color.jpg,homepage,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,7,https://brushonblock.com/; https://brushonblock.com/collections/all; https://brushonblock.com/collections/kits
https://brushonblock.com/cdn/shop/files/new_kids_brush_front.jpg,new_kids_brush_front.jpg,brush-on-block-bob-kids-spf-30-brush-on-mineral-sunscreen.jpg,homepage,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,7,https://brushonblock.com/; https://brushonblock.com/collections/all; https://brushonblock.com/collections/best-sellers
https://brushonblock.com/cdn/shop/files/quick-stick_prod1.jpg,quick-stick_prod1.jpg,brush-on-block-quick-stick-spf-40-mineral-sunscreen.jpg,homepage,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,7,https://brushonblock.com/; https://brushonblock.com/blogs/news/2-650-miles-under-the-sun-on-the-pacific-crest-trail; https://brushonblock.com/collections/all
https://brushonblock.com/cdn/shop/files/spf30_min_pwdr_model1.jpg,spf30_min_pwdr_model1.jpg,brush-on-block-spf-30-translucent---model-1.jpg,homepage,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,7,https://brushonblock.com/; https://brushonblock.com/collections/all; https://brushonblock.com/collections/best-sellers
https://brushonblock.com/cdn/shop/files/spf30_min_pwdr_prod1.jpg,spf30_min_pwdr_prod1.jpg,brush-on-block-spf-30-translucent-mineral-powder-sunscreen-with-a-brush.jpg,homepage,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,7,https://brushonblock.com/; https://brushonblock.com/collections/all; https://brushonblock.com/collections/best-sellers
https://brushonblock.com/cdn/shop/files/spf50_min_pwdr_model1.jpg,spf50_min_pwdr_model1.jpg,brush-on-block-spf-50-translucent-mineral-powder-sunscreen---model-1.jpg,homepage,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,7,https://brushonblock.com/; https://brushonblock.com/collections/all; https://brushonblock.com/collections/best-sellers
https://brushonblock.com/cdn/shop/files/SOLspray1.jpg,SOLspray1.jpg,brush-on-block-sol-spf-50-spray-on-lotion-sunscreen.jpg,homepage,uppercase,Re-upload media with suggested filename; update content references (product media or rich text).,6,https://brushonblock.com/; https://brushonblock.com/collections/all; https://brushonblock.com/collections/lotions-moisturizers
https://brushonblock.com/cdn/shop/files/kids_balm_model_1.jpg,kids_balm_model_1.jpg,brush-on-block-bob-kids-spf-40-mineral-sun-balm---mom.jpg,homepage,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,6,https://brushonblock.com/; https://brushonblock.com/collections/all; https://brushonblock.com/collections/kids
https://brushonblock.com/cdn/shop/files/quick-stick_model1.jpg,quick-stick_model1.jpg,brush-on-block-quick-stick-spf-40---model.jpg,homepage,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,6,https://brushonblock.com/; https://brushonblock.com/collections/all; https://brushonblock.com/collections/best-sellers
https://brushonblock.com/cdn/shop/files/spf50_min_pwdr_prod1.jpg,spf50_min_pwdr_prod1.jpg,brush-on-block-spf-50-translucent-mineral-powder-sunscreen.jpg,homepage,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,6,https://brushonblock.com/; https://brushonblock.com/collections/all; https://brushonblock.com/collections/best-sellers
https://brushonblock.com/cdn/shop/files/sg-brush-prod-1_cc1adb28-f9b6-42fd-b9e4-f8ebe12d7769.jpg,sg-brush-prod-1_cc1adb28-f9b6-42fd-b9e4-f8ebe12d7769.jpg,brush-on-block-sheer-genius-brush.jpg,homepage,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,5,https://brushonblock.com/; https://brushonblock.com/collections/accessories-1; https://brushonblock.com/collections/all
https://brushonblock.com/cdn/shop/files/lip-pencil_model1_a913bed6-20a7-4313-a763-715bbed07098.jpg,lip-pencil_model1_a913bed6-20a7-4313-a763-715bbed07098.jpg,brush-on-block-perfect-pencil-lip-liner---model.jpg,homepage,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,4,https://brushonblock.com/; https://brushonblock.com/collections/all; https://brushonblock.com/collections/lip-oils
https://brushonblock.com/cdn/shop/files/lip-pencil_prod1.jpg,lip-pencil_prod1.jpg,brush-on-block-perfect-pencil-lip-liner.jpg,homepage,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,4,https://brushonblock.com/; https://brushonblock.com/collections/all; https://brushonblock.com/collections/lip-oils
https://brushonblock.com/cdn/shop/files/image_5.jpg,image_5.jpg,brush-on-block---mineral-powder-sunscreen-natural-skincare.jpg,homepage,"underscores, generic",Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/
https://brushonblock.com/cdn/shop/files/TOT_refill_DT.jpg,TOT_refill_DT.jpg,brush-on-block---mineral-powder-sunscreen-natural-skincare.jpg,homepage,"uppercase, underscores",Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/
https://brushonblock.com/cdn/shop/files/TOT_refill_mobile.jpg,TOT_refill_mobile.jpg,brush-on-block---mineral-powder-sunscreen-natural-skincare.jpg,homepage,"uppercase, underscores",Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/
https://brushonblock.com/cdn/shop/files/spray_DT.jpg,spray_DT.jpg,brush-on-block---mineral-powder-sunscreen-natural-skincare.jpg,homepage,"uppercase, underscores",Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/
https://brushonblock.com/cdn/shop/files/refill_triptych_2.jpg,refill_triptych_2.jpg,brush-on-block-spf-30-mineral-powder-brush-with-refill.jpg,homepage,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,2,https://brushonblock.com/; https://brushonblock.com/products/brush-on-block-refill
https://brushonblock.com/cdn/shop/files/sheer_genius_810b07a6-d89a-42f8-84f0-4f5fdf91153f.png,sheer_genius_810b07a6-d89a-42f8-84f0-4f5fdf91153f.png,brush-on-block---mineral-powder-sunscreen-natural-skincare.png,homepage,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/
https://brushonblock.com/cdn/shop/files/spray_mobile.jpg,spray_mobile.jpg,brush-on-block---mineral-powder-sunscreen-natural-skincare.jpg,homepage,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/
https://brushonblock.com/cdn/shop/files/Zinc_Oxide.jpg,Zinc_Oxide.jpg,brush-on-block-spf-30-touch-of-tan-mineral-powder-sunscreen.jpg,product,"uppercase, underscores",Re-upload media with suggested filename; update content references (product media or rich text).,17,https://brushonblock.com/products/bob-kids-spf-30; https://brushonblock.com/products/bob-kids-spf-50-spray-on-lotion-sunscreen; https://brushonblock.com/products/bob-kids-sun-balm-spf-40-broad-spectrum-sunscreen
https://brushonblock.com/cdn/shop/articles/Lip_Oil_Jessica_Front_Close_Up.jpg,Lip_Oil_Jessica_Front_Close_Up.jpg,brush-on-block-image-of-lips-wearing-protective-lip-oil.jpg,blog,"uppercase, underscores",Re-upload media with suggested filename; update content references (product media or rich text).,3,https://brushonblock.com/blogs/news/get-moving-this-month; https://brushonblock.com/blogs/news/reflections-on-international-womens-day-from-brush-on-block-founder-andrea-wetsel; https://brushonblock.com/blogs/news/why-your-lips-deserve-protective-lip-oil-spf-32
https://brushonblock.com/cdn/shop/articles/Pic_of_kid_with_starfish.jpg,Pic_of_kid_with_starfish.jpg,brush-on-block-image-of-boy-snorkeling-with-starfish.jpg,blog,"uppercase, underscores",Re-upload media with suggested filename; update content references (product media or rich text).,3,https://brushonblock.com/blogs/news/sunscreen-101-chemical-or-physical-sunscreen; https://brushonblock.com/blogs/news/sunscreen-101-ingredients-to-leave-at-home; https://brushonblock.com/blogs/news/sunscreen-101-uva-and-uvb-rays
https://brushonblock.com/cdn/shop/files/Hyaluronic_Acid.jpg,Hyaluronic_Acid.jpg,brush-on-block-spf-30-touch-of-tan-mineral-powder-sunscreen.jpg,product,"uppercase, underscores",Re-upload media with suggested filename; update content references (product media or rich text).,9,https://brushonblock.com/products/brush-on-block; https://brushonblock.com/products/brush-on-block-refill; https://brushonblock.com/products/brush-on-block-spf-30-brush-refill-set
https://brushonblock.com/cdn/shop/files/SPF_50_set_1.jpg,SPF_50_set_1.jpg,brush-on-block-spf-50-brush-refill-set.jpg,product,"uppercase, underscores",Re-upload media with suggested filename; update content references (product media or rich text).,8,https://brushonblock.com/collections/all; https://brushonblock.com/collections/best-sellers; https://brushonblock.com/collections/kits
https://brushonblock.com/cdn/shop/files/SPF_50_set_2_rollover.jpg,SPF_50_set_2_rollover.jpg,brush-on-block-spf-50-brush-refill-set.jpg,product,"uppercase, underscores",Re-upload media with suggested filename; update content references (product media or rich text).,8,https://brushonblock.com/collections/all; https://brushonblock.com/collections/best-sellers; https://brushonblock.com/collections/kits
https://brushonblock.com/cdn/shop/files/Chamomile_Extract_and_Bisabolol.jpg,Chamomile_Extract_and_Bisabolol.jpg,brush-on-block-spf-50-translucent-mineral-powder-sunscreen.jpg,product,"uppercase, underscores",Re-upload media with suggested filename; update content references (product media or rich text).,7,https://brushonblock.com/products/bob-kids-spf-50-spray-on-lotion-sunscreen; https://brushonblock.com/products/brush-on-block-spf-50-brush-refill-set; https://brushonblock.com/products/brush-on-block-translucent-mineral-powder-sunscreen-spf-50
https://brushonblock.com/cdn/shop/files/Iron_Oxides.jpg,Iron_Oxides.jpg,brush-on-block-spf-50-translucent-mineral-powder-sunscreen.jpg,product,"uppercase, underscores",Re-upload media with suggested filename; update content references (product media or rich text).,7,https://brushonblock.com/products/bob-kids-spf-30; https://brushonblock.com/products/brush-on-block-spf-50-brush-refill-set; https://brushonblock.com/products/brush-on-block-translucent-mineral-powder-sunscreen-spf-50
https://brushonblock.com/cdn/shop/products/BOB-Kids_Sun-Balm-2_e65daec9-20a9-440f-b0e1-db276bc8c5f9.png,BOB-Kids_Sun-Balm-2_e65daec9-20a9-440f-b0e1-db276bc8c5f9.png,brush-on-block-bob-kids-brush-and-balm-duo---model.png,product,"uppercase, underscores",Re-upload media with suggested filename; update content references (product media or rich text).,7,https://brushonblock.com/collections/all; https://brushonblock.com/collections/kids; https://brushonblock.com/collections/kits
https://brushonblock.com/cdn/shop/files/SPF_30_refill_new.jpg,SPF_30_refill_new.jpg,brush-on-block-translucent-mineral-powder-sunscreen-refill-spf-30.jpg,product,"uppercase, underscores",Re-upload media with suggested filename; update content references (product media or rich text).,6,https://brushonblock.com/collections/all; https://brushonblock.com/collections/new-arrivals; https://brushonblock.com/collections/refills
https://brushonblock.com/cdn/shop/files/SPF_30_refill_new_model1.jpg,SPF_30_refill_new_model1.jpg,brush-on-block-translucent-mineral-powder-sunscreen-refill-spf-30.jpg,product,"uppercase, underscores",Re-upload media with suggested filename; update content references (product media or rich text).,6,https://brushonblock.com/collections/all; https://brushonblock.com/collections/new-arrivals; https://brushonblock.com/collections/refills
https://brushonblock.com/cdn/shop/files/SPF_50_refill_new.jpg,SPF_50_refill_new.jpg,brush-on-block-translucent-mineral-powder-sunscreen-refill-spf-50.jpg,product,"uppercase, underscores",Re-upload media with suggested filename; update content references (product media or rich text).,6,https://brushonblock.com/collections/all; https://brushonblock.com/collections/new-arrivals; https://brushonblock.com/collections/refills
https://brushonblock.com/cdn/shop/files/SPF_50_refill_new_model.jpg,SPF_50_refill_new_model.jpg,brush-on-block-translucent-mineral-powder-sunscreen-refill-spf-50.jpg,product,"uppercase, underscores",Re-upload media with suggested filename; update content references (product media or rich text).,6,https://brushonblock.com/collections/all; https://brushonblock.com/collections/new-arrivals; https://brushonblock.com/collections/refills
https://brushonblock.com/cdn/shop/files/TOT_refill.jpg,TOT_refill.jpg,brush-on-block-touch-of-tan-mineral-powder-sunscreen-refill-spf-30.jpg,product,"uppercase, underscores",Re-upload media with suggested filename; update content references (product media or rich text).,6,https://brushonblock.com/collections/all; https://brushonblock.com/collections/new-arrivals; https://brushonblock.com/collections/refills
https://brushonblock.com/cdn/shop/files/TOT_refill_02.jpg,TOT_refill_02.jpg,brush-on-block-touch-of-tan-spf-30-powder-refill.jpg,product,"uppercase, underscores",Re-upload media with suggested filename; update content references (product media or rich text).,6,https://brushonblock.com/collections/all; https://brushonblock.com/collections/new-arrivals; https://brushonblock.com/collections/refills
https://brushonblock.com/cdn/shop/files/TOT_refill_07ca38a3-8521-447f-b679-4f3a725b8191.jpg,TOT_refill_07ca38a3-8521-447f-b679-4f3a725b8191.jpg,brush-on-block-touch-of-tan-spf-30-brush-refill-set.jpg,product,"uppercase, underscores",Re-upload media with suggested filename; update content references (product media or rich text).,6,https://brushonblock.com/collections/kits; https://brushonblock.com/collections/new-arrivals; https://brushonblock.com/collections/refills
https://brushonblock.com/cdn/shop/files/TOT_refillsecondary.jpg,TOT_refillsecondary.jpg,brush-on-block-touch-of-tan-spf-30-brush-refill-set.jpg,product,"uppercase, underscores",Re-upload media with suggested filename; update content references (product media or rich text).,6,https://brushonblock.com/collections/kits; https://brushonblock.com/collections/new-arrivals; https://brushonblock.com/collections/refills
https://brushonblock.com/cdn/shop/files/Safflower_Seed_Oil.jpg,Safflower_Seed_Oil.jpg,brush-on-block-spf-50-translucent-mineral-powder-sunscreen.jpg,product,"uppercase, underscores",Re-upload media with suggested filename; update content references (product media or rich text).,5,https://brushonblock.com/products/bob-kids-spf-50-spray-on-lotion-sunscreen; https://brushonblock.com/products/brush-on-block-nobody-s-perfect-daily-repair-oil; https://brushonblock.com/products/brush-on-block-spf-50-brush-refill-set
https://brushonblock.com/cdn/shop/files/BOV_diagram.jpg,BOV_diagram.jpg,brush-on-block-bag-on-valve-bov-diagram.jpg,product,"uppercase, underscores",Re-upload media with suggested filename; update content references (product media or rich text).,4,https://brushonblock.com/products/bob-kids-spf-50-spray-on-lotion-sunscreen; https://brushonblock.com/products/bob-kids-sunscreen-essentials-kit; https://brushonblock.com/products/sol-spf-50-spray-on-lotion-sunscreen
https://brushonblock.com/cdn/shop/files/Sunflower_Seed_Oil_or_Wax.jpg,Sunflower_Seed_Oil_or_Wax.jpg,brush-on-block-sun-shine-spf-30-protective-lip-oil-duo.jpg,product,"uppercase, underscores",Re-upload media with suggested filename; update content references (product media or rich text).,4,https://brushonblock.com/products/brush-on-block-nobody-s-perfect-daily-repair-oil; https://brushonblock.com/products/quick-stick-spf-40-mineral-sunscreen; https://brushonblock.com/products/sun-shine-spf-30-protective-lip-oil-1
https://brushonblock.com/cdn/shop/files/TOT_refill_lower_image_1.jpg,TOT_refill_lower_image_1.jpg,brush-on-block-touch-of-tan-spf-30-brush-refill-set.jpg,product,"uppercase, underscores, generic",Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/brush-on-block-touch-of-tan-spf-30-brush-refill-set
https://brushonblock.com/cdn/shop/files/TOT_refill_lower_image_2.jpg,TOT_refill_lower_image_2.jpg,brush-on-block-touch-of-tan-spf-30-brush-refill-set.jpg,product,"uppercase, underscores, generic",Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/brush-on-block-touch-of-tan-spf-30-brush-refill-set
https://brushonblock.com/cdn/shop/files/TOT_refill_lower_image_3.jpg,TOT_refill_lower_image_3.jpg,brush-on-block-touch-of-tan-spf-30-brush-refill-set.jpg,product,"uppercase, underscores, generic",Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/brush-on-block-touch-of-tan-spf-30-brush-refill-set
https://brushonblock.com/cdn/shop/files/TOT_refill_lower_image_4.jpg,TOT_refill_lower_image_4.jpg,brush-on-block-touch-of-tan-spf-30-brush-refill-set.jpg,product,"uppercase, underscores, generic",Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/brush-on-block-touch-of-tan-spf-30-brush-refill-set
https://brushonblock.com/cdn/shop/files/Squalane.jpg,Squalane.jpg,brush-on-block-spf-30-touch-of-tan-mineral-powder-sunscreen.jpg,product,uppercase,Re-upload media with suggested filename; update content references (product media or rich text).,10,https://brushonblock.com/products/bob-kids-spf-30; https://brushonblock.com/products/brush-on-block; https://brushonblock.com/products/brush-on-block-nobody-s-perfect-daily-repair-oil
https://brushonblock.com/cdn/shop/files/kids_combo_prod_1.jpg,kids_combo_prod_1.jpg,brush-on-block-bob-kids-brush-and-balm-duo.jpg,product,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,8,https://brushonblock.com/collections/all; https://brushonblock.com/collections/kids; https://brushonblock.com/collections/kits
https://brushonblock.com/cdn/shop/files/vitamin_c.jpg,vitamin_c.jpg,brush-on-block-spf-30-touch-of-tan-mineral-powder-sunscreen.jpg,product,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,7,https://brushonblock.com/products/brush-on-block; https://brushonblock.com/products/brush-on-block-nobody-s-perfect-daily-repair-oil; https://brushonblock.com/products/brush-on-block-refill
https://brushonblock.com/cdn/shop/files/30_refill.jpg,30_refill.jpg,brush-on-block-spf-30-brush-refill-set.jpg,product,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,6,https://brushonblock.com/collections/kits; https://brushonblock.com/collections/new-arrivals; https://brushonblock.com/collections/refills
https://brushonblock.com/cdn/shop/files/30_refillsecondary.jpg,30_refillsecondary.jpg,brush-on-block-woman-applying-spf-30-translucent-mineral-sunscreen.jpg,product,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,6,https://brushonblock.com/collections/kits; https://brushonblock.com/collections/new-arrivals; https://brushonblock.com/collections/refills
https://brushonblock.com/cdn/shop/files/Sheer-Genius-Duo-prod-1.jpg,Sheer-Genius-Duo-prod-1.jpg,brush-on-block-spf-50-50-duo---untinted.jpg,product,uppercase,Re-upload media with suggested filename; update content references (product media or rich text).,6,https://brushonblock.com/collections/all; https://brushonblock.com/collections/kits; https://brushonblock.com/collections/lotions-moisturizers
https://brushonblock.com/cdn/shop/files/Sheer-Genius-Duo-model-1.jpg,Sheer-Genius-Duo-model-1.jpg,brush-on-block-spf-50-50-duo---model.jpg,product,uppercase,Re-upload media with suggested filename; update content references (product media or rich text).,5,https://brushonblock.com/collections/all; https://brushonblock.com/collections/kits; https://brushonblock.com/collections/lotions-moisturizers
